,browser,protocol_entropy_flows,protcol_entropy_packets,max_iats_ul,max_iats_bi,median_bursts_per_flow_dl,min_bursts_per_flow_bytes_bi,quic_occurences_flows,min_size_of_flows_ul_first5,min_size_of_flows_ul_first10,min_size_of_flows_ul_first20
0,1,-0.0026826529765632675,0.01327811508893358,1.520043225148007,11.18057662802748,0.9984787913960234,0.9195724657162887,5.8284062529995095,316.7963827332376,15.72491625632057,1.7823090547212357
1,1,0.07124694246317309,0.03708284706052973,0.149914885504002,9.37776533473788,1.0256462941972266,1.0400153927302882,3.595963941444222,1279.5162621570555,227.78083268797647,353.2778901781389
2,0,-0.0018090550029344113,0.04847430556941238,0.7668455897146532,0.7964273502253275,0.000732088037818233,1.0043688020406707,0.8328269891235511,5.219911738871397,323.59814769900004,318.2151482551684
3,1,0.07476782068719041,0.08663811658057277,-0.3009775005023622,61.05646402812968,2.417982388413778,-0.023653946162474453,-0.01688647593523856,8.397410424783176,599.5346440995341,479.4379772672999
4,0,0.07470881618135648,0.004086538822979098,4.229144033709275,3.101261006938584,-0.038772354585091276,-0.010044234946531966,18.031815328475325,-21.304630011795933,-17.492213068250727,5.246779576263355
5,1,0.10859662053892681,0.021074334217418205,-13.808742192921649,3.0636926576635624,1.6259027782415496,-0.03480474732745355,0.913553389757538,567.4642021543982,-3.943116328862388,324.0620992349275
6,0,0.003448041461767949,0.0002120916459267228,11.40628157296857,1.6161918853784742,0.010528606351256456,0.04011889263777649,1.9052389419527558,555.3097558468755,-8.019777986893455,-1.8058144237400822
7,1,0.14349677335782907,-0.0004872734320424619,-0.008101562243050753,10.619386545104758,0.5107793773379758,1.013325411237973,1.7102617064289174,302.15426047088954,356.8639542933533,-7.786291292527931
8,0,0.0031886299870556934,0.009380162345515102,0.21340845533287595,-0.21390180414224474,0.014544619926625394,0.012421197340596685,-0.1069656636625997,351.5608088978115,6.975569201598171,1.7591331724848667
9,1,-0.0005172224629735944,0.0019962381960965136,0.09190793485565929,1.405474109187682,0.9883511949528336,0.9708065453097597,0.01735176831808186,622.9007536488743,329.2457192502997,352.2011317191205
10,0,0.06456967305986833,0.0038576300166023223,10.22175990055841,2.6889905356059,0.5651397764575578,-0.016585308478127458,0.1568357886173561,615.5947797288518,328.80163668190136,642.4155596409034
11,0,-0.003819323330168856,0.007431898838260869,8.759622231540156,0.7739445941622215,1.0155001492876936,1.0428720030136611,4.159885168516157,1128.5639407145818,517.0078713817007,545.7308917920171
12,1,0.10726929181322953,0.0010341047639614192,19.941636675044016,11.717978111655926,1.2729893856471937,0.9845123479700484,10.173296154069568,330.6732651609842,264.3668439090453,-6.015455423294064
