,browser,protocol_entropy_flows,protcol_entropy_packets,max_iats_ul,max_iats_bi,median_bursts_per_flow_dl,min_bursts_per_flow_bytes_bi,quic_occurences_flows,min_size_of_flows_ul_first5,min_size_of_flows_ul_first10,min_size_of_flows_ul_first20
0,1,0.07756640754442094,0.00011481872201083175,7.406820050165237,2.5407669972346194,0.9904263837682153,-0.0005112176874507476,1.8083265250569445,727.111420232003,378.76068055950105,318.48951683589684
1,0,0.15302152727204804,0.10286489429312205,0.9066135972573081,1.1905418355412765,1.9180844503126706,-0.016140837704329208,1.0466761465380612,513.4995351976621,319.14640808822435,302.6690140963919
2,1,0.14283524072398252,0.045480838278066725,4.324960743147068,11.261264974969547,-0.018920304989682595,0.00912494152525234,0.10155418336203505,296.98376299806415,488.4021904683207,322.1506905945408
3,1,0.1047885317736726,0.011526748760888147,21.84233016448814,21.690686645556443,1.6269702027584623,0.010738566223976596,2.9446601368028187,326.11676712656055,389.97529984299615,311.54530313997304
4,1,0.038555388391415896,0.028796795498398302,6.629504937406992,0.04427061988645792,-0.022967128045022295,1.052970082489809,18.312276095921902,533.5760976250823,4.619313898738519,-6.654088530388766
5,0,0.05269304103657948,0.015207819636711794,1.7481452043094772,1.286682056132334,0.03479622124904538,0.9800764803650668,8.477236599832565,586.8723771132705,389.0929192412071,341.45632733815853
6,0,0.18094107176490376,0.0031563553262164814,4.198672577540108,0.3752570902491912,1.5069014383623083,1.0060943902838797,-0.10343771745731395,298.05953519106663,352.8098074529715,636.3643412840623
7,1,-0.0012210949283887487,-0.0008773583447991051,41.46057439100528,3.733003226111336,1.3510162680524584,0.011763314568033503,1.0144877273421944,519.7633840492502,516.6654824089065,336.0142617138802
8,1,0.04151962160753264,0.037496834037807694,26.34626114936937,14.871197953441632,-0.019353097853324876,0.9609085507808824,1.279554588725378,274.41761965421625,379.0145736928858,306.98692443183364
9,1,0.09761517831631028,0.020361104870057795,11.096515181066993,1.304085562640799,1.4946479011040126,1.0404905153697608,2.9822792656160404,-25.422945764171295,338.49819795132856,5.031908040584286
10,1,0.048387705727387854,0.011023171941801524,4.111507221554421,6.754883776001921,1.146413336994399,0.02507391977202525,2.3495319820286626,2.6337856082486457,404.588300765388,288.59518640233284
11,0,8.875909215801249e-05,0.11615897445739065,2.3999127099696245,9.538193287635005,1.7625418847849073,1.0457393852793855,-0.04269573049405647,192.1943845639488,233.71148379118782,341.3505342391737
12,0,-0.0023384563976696217,0.02583928823717118,1.640866032291021,4.793877799929723,0.5487467011697618,0.017214153924154353,4.126130095502655,591.157646590876,7.212326495362649,443.487236209877
13,0,0.053082198529471825,-0.0008304079278007926,4.291901050729095,14.746720780851444,1.0041608135225701,0.01592413011970439,5.525075509332907,1039.5870724160447,326.2616718965603,348.2524860078308
14,0,0.0017614734663057169,0.026010131672225136,0.6964930962783971,17.442151375527377,0.5117498731869271,1.0089579939173496,10.48226827041438,706.7429461693755,472.71844696697485,309.0236015360438
15,1,0.16665556926680622,0.04453882720097328,10.397709312936799,3.162406235756924,1.0034073086475743,0.03144582593120635,0.5924838459317014,561.1436532911767,209.36931341529714,-12.625046429595274
16,1,0.13803833748638789,0.024578167388567756,10.570348960185497,9.26217047058319,0.9670147366298102,0.005638769414564487,0.920439299971157,616.8359785982507,338.0059469960349,-2.5173248295646884
17,1,0.06579353420674644,-0.009418121651818701,32.99296669446102,11.720327283103085,-0.0021123013385728586,1.0274759192377647,1.915988366299261,641.8124364735959,489.953027030741,-3.381484154926233
18,0,0.026689775688797195,0.02507976022365828,-0.8857156377571593,12.97940779597803,1.3325054724363805,0.009526842970351194,1.3612678871739896,11.216709947131102,620.9768708267513,310.86719449452585
19,0,-0.0008132926873138501,0.04475574498871788,-0.022650892158909586,20.09104059317658,0.9952352500306793,0.00358299612919019,14.439622686071871,351.29350890723487,1098.0338330009804,0.30529924899100014
20,0,0.11527180277492051,0.06837228609827312,-0.06788203520400726,8.667616114918173,2.043783877520886,0.005211748504179396,5.918859437308186,639.2051097051069,396.69057588186115,334.13694399430284
21,0,0.1808051503185063,0.016843297945233357,5.189646472489919,2.73098910571645,-0.05161532964011999,1.0422656887289294,10.894150555327883,673.3601469974178,629.6331255267934,329.5929940978097
