,browser,protocol_entropy_flows,protcol_entropy_packets,max_iats_ul,max_iats_bi,median_bursts_per_flow_dl,min_bursts_per_flow_bytes_bi,quic_occurences_flows,min_size_of_flows_ul_first5,min_size_of_flows_ul_first10,min_size_of_flows_ul_first20
0,0,0.05830220633237926,0.0009952994922191511,0.9565417432002995,0.06791882117298886,0.9831812678659675,0.9829035404230542,0.9396447193237778,335.8764105408537,831.4371885066719,329.07587892260796
1,0,-0.0062399446782719845,0.04309677968603205,9.738683555958158,15.383878415392875,0.011190897310757135,1.0180548026930571,5.395105858145348,-24.363334561340462,384.41181557053073,1.1159453347734138
2,0,0.0997865413902278,0.001669605602498521,1.1729598931356744,35.724848568062185,0.0329635803253031,0.9272851877185414,1.9188762885165966,-4.384205585049795,-1.0184136337938086,-3.2821672178988477
3,0,0.07917043342011149,0.016564054072414017,3.203324183012879,1.1764654809841042,0.9826448917440724,0.011217299828968257,3.740276989836372,1038.0899195373972,579.0046437916659,665.9345931874881
4,1,0.09592366847869595,0.007001240232659835,13.122776486044462,5.198402534849689,-0.007891162541297878,-0.005360987665427644,7.46314978005192,-8.141533286583261,320.26494828352105,314.3629023552514
5,0,0.256087815746651,0.005602044122630344,-0.02521078521749298,5.850722081493686,2.791976411254918,0.0069269763867496805,1.8523463253040116,328.3797097749215,195.1795089448004,-0.730872139391114
6,0,0.05717726692392869,0.010172783791415861,4.408539956691174,8.53070290910019,-0.007587145790906844,-0.0042294590956307,7.325720251031198,320.33323912399936,317.90245089246133,304.827995219527
7,0,0.0510084889981524,0.00937208975739734,5.071978578891271,11.775411338663737,2.149659408390283,0.9766177416277497,0.4960904809913813,367.3337549850041,452.57578689853295,347.6226327242872
8,0,0.0036040897198749786,-0.002678129705780056,1.3481014915186342,1.152771670429381,0.004607637397121637,0.01901911098909193,4.656831786067907,327.3397923502067,342.8700124579427,353.3764679722246
9,0,0.1946855365304603,0.02435645053899532,1.83675997966977,25.922318269808294,0.9362163114488619,0.9711567605402321,-0.024765933904110818,342.8635203045742,-7.779745705754898,548.2406719917703
10,1,0.09582056041460588,0.056797281402659876,11.147093432838421,6.53691370515478,0.6250248043312457,-0.005507340068242427,3.347152743304541,335.05345554108425,-12.571647006354791,832.9780562854553
11,0,0.04436779898920194,0.104087274038091,-0.2907917693526414,3.3832105486096498,1.0053987829811533,0.9859889732925269,21.2116437118473,1396.5141721135606,300.3351286974378,357.19314719130875
12,1,0.16951540245151686,0.03170267474544626,12.017602244412386,6.072418101792589,1.618907506347509,1.021598713382706,20.13773197505811,561.1438219796161,391.16225684696064,681.2131681972269
13,1,0.05809803585451323,0.013450641963016229,16.50191253946023,9.59508608081673,0.5514203537662588,2.7186149455147538e-06,0.12134695686961985,316.9254051517057,446.05669828677804,358.3121215730418
14,1,0.052913518088191,0.002002113617773621,5.604694610548839,-0.16290860538786006,1.4434967726858947,0.008761134252137093,1.6613100863231294,334.6220919723557,319.6203743245268,4.1934928896827675
15,1,0.07657510703538781,-0.007296281459451808,12.412398294816997,7.057685514209899,0.5274581229699087,-0.020804367919260294,1.941822281201484,563.2280324981309,-11.386354631970486,497.12810747580863
