,browser,protocol_entropy_flows,protcol_entropy_packets,max_iats_ul,max_iats_bi,median_bursts_per_flow_dl,min_bursts_per_flow_bytes_bi,quic_occurences_flows,min_size_of_flows_ul_first5,min_size_of_flows_ul_first10,min_size_of_flows_ul_first20
0,0,0.001709179996958931,0.12443564591052417,9.76030444968792,8.296264996969148,-0.025112608425878563,1.0077043707021174,0.8006956245648817,341.84367288558013,328.45729122269506,532.8136290761506
1,1,0.22470078431619045,0.01723843816428316,17.489331709391518,39.741933186363894,-0.02654398178925156,0.012593506854020692,3.238746136989222,-6.441502773718394,356.522317145388,507.11209192349037
2,0,0.024237947206184475,0.04133620946196634,2.1727332069740855,0.7367951868880316,1.0230136466324038,1.0243138568815702,4.156555503098205,644.8240849259209,601.1832679517962,4.111782720655739
3,1,-0.0012667826409207535,0.001808637477994847,5.740174481233512,12.84335923145761,0.5174321498398221,1.0581280177696115,15.571464669154375,528.5997893964469,603.4576243099723,-6.263212386858131
4,1,0.10770110995968929,0.005514534647120504,9.376460320825101,19.16653443234818,0.9756952634147132,0.01862729440930814,1.5634619038536126,367.2708112165727,940.6695042751867,-21.500748172310978
5,0,0.002054374334358849,0.011831597508332521,21.30143594570879,0.6940830382268532,0.0505483933738843,-0.006223258675275291,8.763561048252722,638.3536739146288,310.1022985232311,568.0555495023792
6,0,0.2769815966928944,0.03022450372201014,10.673042816600889,0.25224991163198784,0.0013417335824645379,-0.016206968113174222,1.376046833758657,-2.2917287194809184,339.86723269976864,534.5099845421131
7,0,-0.0011418288290903633,0.032096105647169186,0.9900011605352317,-0.46948580222788144,0.9826281306454103,0.03670307609538696,1.0893076068634002,204.23086420583115,754.2901774315109,584.9790303181093
8,1,-0.005729194144721913,0.07884504276731594,-0.14528868242797116,12.705558944071424,0.9615677960628579,0.9516322129333227,1.9778278647575223,710.5652317081953,250.48286562527335,693.3326031307417
9,0,0.16053613696396174,0.05442085123151239,8.543794044922869,3.163697699799803,0.5599870918314176,0.9876684886736474,4.120119696347302,323.89360825931004,-8.983121294706919,639.174289996617
10,0,-0.0009598916118633423,0.024001481694892447,7.152664989874308,8.80595726518969,1.7335315740584272,0.028299533861769484,1.9556701335087976,746.8593980031287,310.6099423717985,476.32077471805195
11,0,0.0005426943647510317,0.042784336416775814,8.838476669671506,5.560842445950752,0.5250189668945089,-0.015472658538880349,3.8965565793148427,-23.009461953071472,1316.9095628150785,902.929056573164
12,0,0.01688217434517851,0.0072634837838989365,13.932184541801242,2.304972817562547,1.6632834844872186,0.9870251483454898,-0.13747394245161612,529.028068572899,505.56855531203075,-4.2444754002148954
13,0,0.10683840160386579,0.02690286701859055,14.737469571729697,0.36001881997834057,2.091128637708692,1.0486209142376763,-0.084628525835494,709.2160774474851,341.1394821359349,11.536965775786575
14,0,0.11972690718659271,0.012665663592040575,5.624355757216932,0.6977296743416872,1.0016465734666005,0.03268858602604884,3.1645517754294548,549.2964069978489,7.305434228626456,834.015147068139
15,1,0.14684056242904026,0.02535138808256311,10.117134568981902,11.05717138995976,2.3337532267203267,1.0184265612912697,8.772874404299458,6.928924971548813,562.1212104783431,2.981580130751972
16,1,-0.000714904883650326,0.035471441906078635,6.313714636473457,13.604866748461493,-0.03750471074453851,0.004247746620939262,0.10830416959365317,320.355373556743,340.9441082295468,5.193703778864262
17,1,0.1757522653448392,0.015442334094304355,2.0417755090187812,8.126693576949247,0.46368809298102986,1.0156303053050248,17.81731651848863,361.8196713383415,-10.947412601933427,308.65349907683935
18,0,0.2172575111433898,0.04082200555136741,0.9271596650350113,-0.06747217003353834,0.5933220592781606,0.019958103788524816,-0.027087448940308373,10.384687943040907,333.1155737243017,4.855484255948922
19,0,0.03681128254092716,-0.0022177361637638485,9.458704386781708,10.047792976599505,1.6015994453342974,0.0006606128290730227,1.9722459224358877,252.11420591192393,317.5598167805321,406.54682775119136
20,0,0.08104213190088147,0.011656090167931154,0.2753383765403464,0.735427831155812,0.42791012312980703,0.002309038605436259,0.5970418789329056,326.9310352892585,1002.2838220421305,291.1640558293235
21,0,-0.0014015456371184898,0.03129876713506288,1.3273511338822055,-0.68980185469555,0.0020870988640200832,0.026045749317275352,1.8252190125163172,570.2165209895958,494.91596840932806,971.9301866431383
22,1,0.0186028795692742,0.07886090514263114,9.888054785806307,2.0566087076911312,1.7275854170404352,0.030978779397504427,19.12146301729664,331.36160332418893,441.3327464192919,350.1607758238422
23,0,0.009856131745676643,0.026602398981750087,3.1511714584598343,5.530241963718252,1.7651893594023405,-0.00911051725920567,3.0278865270269257,850.4609414849675,-1.7785981915612734,533.5069336347107
24,1,0.11800347309883932,0.02626615160212924,4.731275868468379,20.692110617796615,0.5424498685444373,0.9268669390170157,8.535571413272095,331.3043426007975,324.69912175770645,323.219899944834
